player,position,team,matches_played,starts,minutes_played,90s,goals,assists,goals+assists,non_penalty_goals,penalties_scored,penalties_attempted,yellow_cards,red_cards,expected_goals,non_penalty_expected_goals,expected_assisted_goals,non_penalty_expected_goals+expected_assisted_goals,progressive_carries,progressive_passes,progressive_passes_received
Jacob Ramsey,"MF,FW",Aston Villa,35,31,2636,29.3,6,7,13,6,0,0,5,0,5,5,5.1,10.1,94,98,119
Marcus Rashford,FW,Manchester Utd,35,32,2879,32,17,5,22,17,0,0,2,0,15.4,15.4,3.4,18.8,85,88,245
David Raya,GK,Brentford,38,38,3420,38,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,0,13,0
Tim Ream,DF,Fulham,33,33,2897,32.2,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,28,142,2
Nathan Redmond,DF,Southampton,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Harrison Reed,MF,Fulham,37,35,2866,31.8,3,4,7,3,0,0,5,0,1.9,1.9,4.1,6,30,102,107
Bobby Reid,"FW,DF",Fulham,36,29,2475,27.5,4,1,5,4,0,0,8,0,3.9,3.9,1.7,5.6,46,63,186
Declan Rice,MF,West Ham,37,36,3273,36.4,4,1,5,4,0,1,5,0,2.4,1.6,3.2,4.8,88,240,37
Chris Richards,DF,Crystal Palace,9,4,447,5,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1,4,14,3
Richarlison,"MF,FW",Tottenham,27,12,1010,11.2,1,3,4,1,0,0,3,0,3.3,3.3,2.2,5.5,33,28,75
Jaïro Riedewald,"DF,MF",Crystal Palace,6,0,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,1
Matt Ritchie,"FW,MF",Newcastle Utd,7,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,1,9
Andrew Robertson,DF,Liverpool,34,29,2583,28.7,0,8,8,0,0,0,3,0,1.3,1.3,6.1,7.4,80,166,194
Antonee Robinson,DF,Fulham,35,35,3088,34.3,0,1,1,0,0,0,8,0,0.1,0.1,1.3,1.4,112,129,153
Joel Robles,GK,Leeds United,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marc Roca,MF,Leeds United,32,29,2315,25.7,1,2,3,1,0,0,7,0,2.1,2.1,2.9,5,25,172,28
Marek Rodák,GK,Fulham,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodri,MF,Manchester City,36,34,2911,32.3,2,6,8,2,0,0,5,0,4.6,4.6,4.1,8.7,76,260,37
Rodrigo,"FW,MF",Leeds United,31,23,1935,21.5,13,1,14,12,1,1,6,0,8.1,7.3,1.8,9.1,40,44,143
Mads Roerslev,DF,Brentford,20,12,1108,12.3,0,0,0,0,0,0,0,0,0.3,0.3,1.2,1.5,8,19,36
Cristian Romero,DF,Tottenham,27,26,2364,26.3,0,1,1,0,0,0,11,1,1.5,1.5,1.2,2.6,19,92,9
Oriol Romeu,MF,Southampton,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
Cristiano Ronaldo,FW,Manchester Utd,10,4,525,5.8,1,0,1,1,0,0,2,0,1.9,1.9,0.4,2.3,9,12,33
Connor Ronan,MF,Wolves,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Salomón Rondón,FW,Everton,7,1,109,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1,0,1,7
Joe Rothwell,MF,Bournemouth,20,12,1016,11.3,0,1,1,0,0,0,1,0,0.2,0.2,1,1.2,12,33,12
Georginio Rutter,"FW,MF",Leeds United,11,1,273,3,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,5,6,21
José Sá,GK,Wolves,36,36,3240,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Marcel Sabitzer,MF,Manchester Utd,11,7,627,7,0,1,1,0,0,0,1,0,0.7,0.7,0.9,1.7,8,38,26
Allan Saint-Maximin,FW,Newcastle Utd,25,12,1120,12.4,1,5,6,1,0,0,1,0,1.6,1.6,4.6,6.2,93,69,111
Bukayo Saka,FW,Arsenal,38,37,3181,35.3,14,11,25,12,2,3,6,0,11.2,9.1,8.5,17.6,179,109,520
Mohamed Salah,FW,Liverpool,38,37,3290,36.6,19,12,31,17,2,4,2,0,21.7,18.5,7.7,26.2,120,149,421
William Saliba,DF,Arsenal,27,27,2415,26.8,2,1,3,2,0,0,4,0,0.9,0.9,1.2,2.1,13,99,2
Mohammed Salisu,DF,Southampton,22,21,1973,21.9,0,1,1,0,0,0,5,0,1.5,1.5,0.6,2.1,5,82,4
Albert Sambi Lokonga,MF,Arsenal,6,2,198,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2
Albert Sambi Lokonga,MF,Crystal Palace,9,6,536,6,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,2,20,2
Davinson Sánchez,DF,Tottenham,18,8,858,9.5,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1,5,35,4
Robert Sánchez,GK,Brighton,23,23,2070,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Jadon Sancho,"FW,MF",Manchester Utd,26,21,1686,18.7,6,3,9,6,0,0,0,0,4.2,4.2,5,9.2,88,76,173
Morgan Sanson,MF,Aston Villa,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pablo Sarabia,"FW,MF",Wolves,13,9,765,8.5,1,0,1,1,0,0,3,0,3.1,3.1,0.8,3.9,17,41,54
Jeremy Sarmiento,MF,Brighton,9,1,176,2,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,5,11,20
Gianluca Scamacca,FW,West Ham,16,11,926,10.3,3,0,3,3,0,0,3,0,2.5,2.5,0.7,3.1,13,17,48
Gustavo Scarpa,"MF,FW",Nott'ham Forest,6,2,181,2,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,9,12,4
Kevin Schade,FW,Brentford,18,7,732,8.1,0,1,1,0,0,0,2,0,2.1,2.1,1.1,3.2,24,15,57
Fabian Schär,DF,Newcastle Utd,36,36,3206,35.6,1,3,4,1,0,0,7,0,4.9,4.9,3.3,8.2,27,139,32
Jeffrey Schlupp,"MF,FW",Crystal Palace,34,30,2531,28.1,3,1,4,3,0,0,7,0,3.2,3.2,1.4,4.6,32,98,67
Nélson Semedo,DF,Wolves,36,31,2632,29.2,0,1,1,0,0,0,11,1,0.4,0.4,0.7,1.2,50,110,147
Antoine Semenyo,"FW,MF",Bournemouth,11,2,258,2.9,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,5,5,11
Marcos Senesi,DF,Bournemouth,31,29,2491,27.7,2,0,2,2,0,0,7,0,1.6,1.6,0.5,2.1,9,66,3
Ryan Sessegnon,DF,Tottenham,17,9,813,9,2,0,2,2,0,0,4,0,1.6,1.6,1.1,2.7,24,22,64
Luke Shaw,DF,Manchester Utd,31,30,2552,28.4,1,2,3,1,0,0,8,0,1.1,1.1,3.6,4.7,53,140,76
Jonjo Shelvey,MF,Newcastle Utd,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Jonjo Shelvey,MF,Nott'ham Forest,8,6,540,6,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,1,34,0
Bernardo Silva,"MF,FW",Manchester City,34,24,2205,24.5,4,5,9,4,0,0,5,0,2.2,2.2,3.3,5.4,90,130,188
Thiago Silva,DF,Chelsea,27,26,2352,26.1,0,2,2,0,0,0,2,0,1.5,1.5,0.5,2,8,104,2
Ellis Simms,FW,Everton,11,2,228,2.5,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,2,4,19
Luis Sinisterra,FW,Leeds United,19,13,867,9.6,5,0,5,5,0,0,3,1,3.7,3.7,0.4,4.2,30,39,84
Oliver Skipp,MF,Tottenham,23,18,1491,16.6,1,0,1,1,0,0,7,0,0.3,0.3,0.6,0.9,14,56,25
Adam Smith,DF,Bournemouth,37,34,2943,32.7,0,1,1,0,0,0,11,0,0.5,0.5,1.3,1.8,28,83,54
Emile Smith Rowe,"MF,FW",Arsenal,12,0,172,1.9,0,2,2,0,0,0,0,0,0.3,0.3,0.7,1,2,7,11
Cédric Soares,DF,Arsenal,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
Cédric Soares,DF,Fulham,6,2,198,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,12,12
Dominic Solanke,"FW,MF",Bournemouth,33,32,2860,31.8,6,7,13,6,0,0,2,0,9.1,9.1,3.9,13,70,47,167
Manor Solomon,FW,Fulham,19,4,572,6.4,4,0,4,4,0,0,0,0,1.2,1.2,0.4,1.6,16,24,51
Tomáš Souček,MF,West Ham,36,32,2815,31.3,2,3,5,2,0,0,3,0,4,4,1.9,6,11,88,52
Boubakary Soumaré,MF,Leicester City,26,20,1629,18.1,0,0,0,0,0,0,9,0,0,0,0.4,0.4,17,73,20
Harry Souttar,DF,Leicester City,12,11,992,11,0,1,1,0,0,0,2,0,1.4,1.4,0.2,1.6,6,29,4
Çağlar Söyüncü,DF,Leicester City,7,6,529,5.9,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,5,12,0
Djed Spence,"FW,DF",Tottenham,4,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,0,2
Jack Stacey,DF,Bournemouth,10,3,299,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,9,2,15
Junior Stanislas,MF,Bournemouth,4,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,4,5
Jay Stansfield,FW,Fulham,3,1,87,1,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,2,0,4
Jason Steele,GK,Brighton,15,15,1350,15,0,1,1,0,0,0,1,0,0,0,0.1,0.1,0,0,0
Jack Stephens,DF,Southampton,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
Jack Stephens,DF,Bournemouth,15,13,1173,13,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,7,34,3
Raheem Sterling,"FW,MF",Chelsea,28,23,1891,21,6,3,9,6,0,0,4,0,6.2,6.2,4.6,10.8,81,59,186
John Stones,"DF,MF",Manchester City,23,21,1846,20.5,2,2,4,2,0,0,2,0,1,1,1.4,2.4,28,101,34
Pascal Struijk,DF,Leeds United,29,26,2200,24.4,2,1,3,2,0,0,5,0,1.4,1.4,2.4,3.7,24,119,53
Kamaldeen Sulemana,"FW,MF",Southampton,18,10,966,10.7,2,1,3,2,0,0,1,0,1.7,1.7,1.3,3,32,36,80
Crysencio Summerville,FW,Leeds United,28,12,1426,15.8,4,2,6,4,0,0,4,0,2.9,2.9,1.6,4.5,51,45,92
Sam Surridge,FW,Nott'ham Forest,20,1,323,3.6,1,0,1,1,0,0,2,0,1.8,1.8,0.1,1.8,2,6,17
Japhet Tanganga,DF,Tottenham,4,2,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2
Matt Targett,DF,Newcastle Utd,17,6,610,6.8,0,0,0,0,0,0,1,0,0,0,0.4,0.4,3,43,13
James Tarkowski,DF,Everton,38,38,3420,38,1,1,2,1,0,0,6,0,3.1,3.1,2.9,6,13,106,11
Marcus Tavernier,"MF,FW",Bournemouth,23,19,1743,19.4,5,4,9,5,0,0,1,0,3.1,3.1,2.9,6,67,56,137
Tetê,FW,Leicester City,13,9,734,8.2,1,0,1,1,0,0,0,0,1.8,1.8,0.4,2.2,22,26,55
Kenny Tete,DF,Fulham,31,29,2569,28.5,1,5,6,1,0,0,8,0,0.7,0.7,1.9,2.5,75,103,69
Luke Thomas,DF,Leicester City,17,11,1073,11.9,0,0,0,0,0,0,3,0,0.1,0.1,0.7,0.8,10,48,13
Youri Tielemans,MF,Leicester City,31,27,2344,26,3,2,5,2,1,2,4,0,2.5,0.9,4.7,5.6,35,181,56
Kieran Tierney,DF,Arsenal,27,6,795,8.8,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.7,25,36,31
Harry Toffolo,DF,Nott'ham Forest,19,9,940,10.4,0,0,0,0,0,0,2,0,0.3,0.3,0.8,1,8,29,43
Takehiro Tomiyasu,DF,Arsenal,21,6,663,7.4,0,1,1,0,0,0,2,0,0.2,0.2,0.6,0.8,14,51,28
James Tomkins,DF,Crystal Palace,6,3,338,3.8,1,0,1,1,0,0,3,1,1,1,0,1,1,2,1
Ivan Toney,FW,Brentford,33,33,2951,32.8,20,4,24,14,6,7,9,0,18.7,13.2,5.1,18.3,14,79,165
Adama Traoré,"FW,MF",Wolves,34,12,1496,16.6,2,1,3,2,0,0,2,0,1.4,1.4,3.7,5.1,85,36,156
Bertrand Traoré,"FW,MF",Aston Villa,8,1,233,2.6,2,0,2,2,0,0,1,0,0.7,0.7,0.1,0.8,9,9,28
Boubacar Traoré,MF,Wolves,10,4,411,4.6,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.2,4,8,2
Mark Travers,GK,Bournemouth,12,11,1035,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran Trippier,DF,Newcastle Utd,38,38,3341,37.1,1,7,8,1,0,0,5,0,0.9,0.9,12.4,13.3,45,260,151
Leandro Trossard,FW,Arsenal,20,10,931,10.3,1,10,11,1,0,0,0,0,1.8,1.8,4.7,6.6,36,57,102
Leandro Trossard,"FW,MF",Brighton,16,16,1315,14.6,7,2,9,7,0,0,1,0,4.4,4.4,2.1,6.5,40,67,118
Kostas Tsimikas,DF,Liverpool,20,9,771,8.6,0,4,4,0,0,0,3,0,0.6,0.6,1.6,2.3,23,26,77
Deniz Undav,"FW,MF",Brighton,22,6,628,7,5,0,5,5,0,0,2,0,4.5,4.5,1.1,5.6,12,10,40
Yan Valery,DF,Southampton,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,DF,Liverpool,32,32,2835,31.5,3,1,4,3,0,0,3,0,2.6,2.6,1.2,3.8,10,127,8
Raphaël Varane,DF,Manchester Utd,24,22,1911,21.2,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,17,63,4
Jamie Vardy,FW,Leicester City,37,19,1857,20.6,3,4,7,3,0,1,1,0,6.7,5.9,1.4,7.3,16,14,101
Joël Veltman,DF,Brighton,31,25,2188,24.3,1,1,2,1,0,0,6,0,1.8,1.8,0.7,2.5,43,153,49
Fabio Vieira,"MF,FW",Arsenal,22,3,514,5.7,1,2,3,1,0,0,0,0,0.8,0.8,2.5,3.3,8,35,40
Matías Viña,DF,Bournemouth,12,5,458,5.1,2,0,2,2,0,0,1,0,0.9,0.9,0.2,1,10,17,19
Rúben Vinagre,"DF,MF",Everton,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Carlos Vinícius,FW,Fulham,28,11,1109,12.3,5,2,7,5,0,0,3,0,3.3,3.3,0.8,4.1,9,15,46
Theo Walcott,"FW,MF",Southampton,20,13,1129,12.5,2,2,4,2,0,0,1,0,2.2,2.2,2,4.2,21,14,62
Kyle Walker,DF,Manchester City,27,22,1958,21.8,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.7,50,162,75
Kyle Walker-Peters,DF,Southampton,31,30,2650,29.4,1,0,1,1,0,0,4,0,1,1,1.4,2.5,102,97,114
Aaron Wan-Bissaka,DF,Manchester Utd,19,16,1435,15.9,0,0,0,0,0,0,2,0,1.2,1.2,1,2.2,41,55,64
Danny Ward,GK,Leicester City,26,26,2340,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Ward,DF,Crystal Palace,28,24,2256,25.1,1,0,1,1,0,0,6,0,1.1,1.1,0.4,1.5,22,101,46
James Ward-Prowse,MF,Southampton,38,38,3371,37.5,9,4,13,7,2,4,6,0,5.7,2.5,6.2,8.7,19,189,58
Ollie Watkins,FW,Aston Villa,37,36,3127,34.7,15,6,21,14,1,2,4,0,16.5,14.9,3.8,18.7,50,39,196
Adam Webster,DF,Brighton,27,23,1985,22.1,0,0,0,0,0,0,2,0,1.8,1.8,0.2,1.9,19,119,9
Wout Weghorst,"FW,MF",Manchester Utd,17,10,797,8.9,0,1,1,0,0,0,1,0,2,2,1.2,3.2,3,17,41
Danny Welbeck,FW,Brighton,31,21,1854,20.6,6,3,9,6,0,0,0,0,9.4,9.4,4.3,13.7,31,49,134
Ben White,DF,Arsenal,38,36,3055,33.9,2,5,7,2,0,0,5,0,1.3,1.3,3.2,4.5,64,249,124
Harvey White,MF,Tottenham,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Joseph Whitworth,GK,Crystal Palace,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neco Williams,DF,Nott'ham Forest,31,20,1882,20.9,1,0,1,1,0,0,7,0,1.3,1.3,1.4,2.7,51,33,67
Willian,FW,Fulham,27,25,2126,23.6,5,5,10,5,0,0,2,0,3.4,3.4,4.4,7.8,97,113,152
Joe Willock,MF,Newcastle Utd,35,31,2558,28.4,3,6,9,3,0,0,1,0,7,7,6,13,97,121,152
Callum Wilson,FW,Newcastle Utd,31,21,1877,20.9,18,5,23,15,3,3,4,0,17.5,15.1,2.7,17.8,27,19,118
Harry Wilson,FW,Fulham,29,13,1100,12.2,2,3,5,2,0,0,1,0,2,2,0.9,2.9,18,37,87
Yoane Wissa,FW,Brentford,38,16,1606,17.8,7,3,10,7,0,0,3,0,5.6,5.6,2.5,8.2,24,27,104
Maximilian Wöber,DF,Leeds United,16,14,1266,14.1,0,0,0,0,0,0,3,0,0.7,0.7,0.6,1.4,15,54,15
Chris Wood,FW,Newcastle Utd,18,4,446,5,2,0,2,1,1,1,0,0,1.8,1,0.3,1.3,1,4,23
Chris Wood,FW,Nott'ham Forest,7,5,372,4.1,1,0,1,1,0,0,0,0,1,1,0.2,1.2,2,7,12
Joe Worrall,DF,Nott'ham Forest,30,21,2224,24.7,1,0,1,1,0,0,6,0,0.8,0.8,0.8,1.6,5,67,1
Granit Xhaka,MF,Arsenal,37,36,2993,33.3,7,7,14,7,0,0,4,0,4.7,4.7,5.2,9.9,42,196,175
Ryan Yates,MF,Nott'ham Forest,26,21,1837,20.4,0,2,2,0,0,0,5,0,2.3,2.3,1.2,3.4,11,43,27
Ashley Young,DF,Aston Villa,29,23,2036,22.6,1,0,1,1,0,0,7,0,0.5,0.5,1,1.4,29,107,33
Illia Zabarnyi,DF,Bournemouth,5,3,299,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
Wilfried Zaha,"FW,MF",Crystal Palace,27,27,2288,25.4,7,2,9,7,0,2,5,0,6.5,4.8,2.7,7.5,86,75,238
Denis Zakaria,MF,Chelsea,7,5,411,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,9,6,3
Jordan Zemura,DF,Bournemouth,19,17,1454,16.2,0,1,1,0,0,0,1,0,0.4,0.4,1.9,2.2,39,45,48
Oleksandr Zinchenko,DF,Arsenal,27,26,2118,23.5,1,2,3,1,0,0,3,0,1.4,1.4,1.4,2.8,67,227,68
Hakim Ziyech,"FW,MF",Chelsea,18,6,661,7.3,0,3,3,0,0,0,1,0,0.6,0.6,2.2,2.8,20,42,69
Kurt Zouma,DF,West Ham,25,24,1989,22.1,2,0,2,2,0,0,0,0,2.2,2.2,0.1,2.3,3,31,1
Martin Ødegaard,MF,Arsenal,37,37,3127,34.7,15,7,22,15,0,0,4,0,10,10,8.1,18.1,83,266,193
