player,position,team,touches,touches_in_defensive_penalty_area,touches_in_defensive_third,touches_in_middle_third,touches_in_attacking_third,touches_in_attacking_penalty_area,live_ball_touches,take_ons_attempted,take_ons_succeeded,times_tackled_during_take_on,carries,total_carrying_distance,progressive_carrying_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received
Ellis Simms,FW,Everton,84,1,2,36,47,11,84,2,2,0,37,156,55,2,2,6,2,65
Luis Sinisterra,FW,Leeds United,469,7,50,212,215,32,469,42,19,17,281,1740,931,17,8,16,23,341
Oliver Skipp,MF,Tottenham,915,45,245,554,124,7,915,15,11,3,496,2147,941,15,2,17,16,634
Adam Smith,DF,Bournemouth,1527,112,602,650,296,17,1527,30,6,17,647,2762,1368,21,3,21,4,771
Emile Smith Rowe,"MF,FW",Arsenal,102,1,14,37,51,9,102,5,2,3,68,303,119,1,0,0,4,71
Cédric Soares,DF,Arsenal,27,2,8,9,10,0,27,0,0,0,14,87,67,2,0,0,0,20
Cédric Soares,DF,Fulham,213,10,58,89,66,3,213,2,2,0,120,496,242,2,1,2,2,140
Dominic Solanke,"FW,MF",Bournemouth,1012,54,157,423,454,159,1012,110,45,54,637,4479,1723,40,36,134,74,730
Manor Solomon,FW,Fulham,292,9,62,91,147,11,292,37,19,15,191,1555,723,16,2,13,11,186
Tomáš Souček,MF,West Ham,1366,124,432,652,288,71,1366,17,2,12,544,2087,695,17,0,23,18,742
Boubakary Soumaré,MF,Leicester City,1091,45,319,675,112,2,1091,22,12,6,588,2940,1182,12,0,26,22,733
Harry Souttar,DF,Leicester City,663,104,365,282,20,15,663,5,3,0,390,1878,948,2,1,3,0,420
Çağlar Söyüncü,DF,Leicester City,382,71,226,147,12,7,382,1,1,0,185,1096,601,1,0,2,0,203
Djed Spence,"FW,DF",Tottenham,12,0,3,1,8,2,12,1,0,0,8,92,66,1,1,0,2,10
Jack Stacey,DF,Bournemouth,174,17,67,62,47,2,174,8,3,5,74,462,221,4,1,3,4,78
Junior Stanislas,MF,Bournemouth,34,0,3,15,16,3,34,0,0,0,18,92,13,1,0,1,1,27
Jay Stansfield,FW,Fulham,35,2,7,14,15,7,35,0,0,0,13,88,35,2,0,2,2,23
Jason Steele,GK,Brighton,574,469,570,4,0,0,574,1,1,0,377,1675,868,0,0,0,0,354
Jack Stephens,DF,Southampton,33,4,8,17,8,0,33,0,0,0,16,135,86,2,0,0,1,25
Jack Stephens,DF,Bournemouth,665,125,364,275,28,7,665,3,3,0,368,1674,863,3,0,5,1,398
Raheem Sterling,"FW,MF",Chelsea,910,8,63,278,583,121,910,93,39,46,651,4002,2153,56,39,46,50,749
John Stones,"DF,MF",Manchester City,1690,101,544,942,210,27,1690,10,6,1,1080,6201,3250,32,1,8,4,1312
Pascal Struijk,DF,Leeds United,1619,92,538,708,379,31,1619,18,9,7,700,2806,1465,25,1,25,12,803
Kamaldeen Sulemana,"FW,MF",Southampton,431,7,47,175,222,44,431,68,36,31,277,2315,973,27,18,35,16,294
Crysencio Summerville,FW,Leeds United,637,10,99,241,311,70,637,60,24,22,420,2617,1326,27,19,45,36,438
Sam Surridge,FW,Nott'ham Forest,137,9,27,55,59,15,137,5,2,2,71,361,140,5,1,13,4,93
Japhet Tanganga,DF,Tottenham,109,5,48,59,3,0,109,2,1,1,68,308,133,2,0,3,1,71
Matt Targett,DF,Newcastle Utd,463,20,149,186,131,0,463,2,2,0,197,673,409,5,0,5,6,241
James Tarkowski,DF,Everton,2119,369,1090,926,113,81,2119,10,9,1,982,4413,2295,3,1,22,5,1209
Marcus Tavernier,"MF,FW",Bournemouth,1008,37,200,390,450,59,1008,96,45,45,592,4060,2028,43,21,46,40,636
Tetê,FW,Leicester City,350,5,59,165,134,30,350,33,20,10,212,1624,708,11,15,19,13,237
Kenny Tete,DF,Fulham,1896,107,556,877,489,30,1896,37,21,12,821,4563,2401,55,4,22,24,946
Luke Thomas,DF,Leicester City,786,39,319,359,115,3,786,12,6,5,355,1374,610,8,1,9,8,414
Youri Tielemans,MF,Leicester City,1877,62,436,1080,382,14,1875,35,26,5,952,4043,2088,25,1,33,15,1309
Kieran Tierney,DF,Arsenal,579,23,153,244,183,15,579,12,3,3,316,1802,837,12,3,7,0,338
Harry Toffolo,DF,Nott'ham Forest,498,48,175,179,151,12,498,9,3,5,191,721,342,6,4,10,6,223
Takehiro Tomiyasu,DF,Arsenal,557,26,138,293,130,17,557,4,1,2,311,1380,624,7,1,7,4,344
James Tomkins,DF,Crystal Palace,208,34,142,59,7,3,208,1,1,0,117,429,220,1,0,2,1,130
Ivan Toney,FW,Brentford,1219,50,141,529,557,156,1212,54,16,29,625,2463,724,21,8,100,47,889
Adama Traoré,"FW,MF",Wolves,714,18,102,251,379,56,714,104,49,34,461,4017,2107,41,25,59,27,555
Bertrand Traoré,"FW,MF",Aston Villa,114,0,8,41,66,13,114,4,1,3,81,462,246,3,5,8,7,89
Boubacar Traoré,MF,Wolves,185,6,51,110,26,2,185,9,4,4,90,529,267,3,0,3,3,104
Mark Travers,GK,Bournemouth,402,373,401,1,0,0,402,0,0,0,182,884,457,0,0,0,0,145
Kieran Trippier,DF,Newcastle Utd,3102,124,774,1282,1066,26,3102,35,19,12,1300,4599,2393,46,1,27,9,1593
Leandro Trossard,FW,Arsenal,567,9,64,179,331,43,567,26,15,6,374,2386,1107,16,10,18,23,417
Leandro Trossard,"FW,MF",Brighton,697,3,62,278,368,90,697,40,14,19,429,2443,1192,27,24,38,26,531
Kostas Tsimikas,DF,Liverpool,713,23,170,281,268,22,713,15,4,8,355,1833,874,9,5,13,7,409
Deniz Undav,"FW,MF",Brighton,231,4,19,97,116,42,231,6,4,2,120,518,350,6,4,13,8,179
Yan Valery,DF,Southampton,28,3,7,18,3,0,28,0,0,0,17,91,18,1,0,1,3,20
Virgil van Dijk,DF,Liverpool,2876,361,1327,1427,128,66,2876,1,1,0,1760,6644,3152,14,2,7,0,2085
Raphaël Varane,DF,Manchester Utd,1293,153,611,631,54,18,1293,10,6,4,797,5357,3030,15,0,2,1,850
Jamie Vardy,FW,Leicester City,438,32,59,176,206,71,437,29,12,14,192,926,358,9,13,33,16,261
Joël Veltman,DF,Brighton,1740,92,563,895,293,23,1740,20,5,8,952,4436,2233,32,2,20,10,1065
Fabio Vieira,"MF,FW",Arsenal,356,6,27,162,170,27,356,18,6,11,215,868,327,8,1,13,8,255
Matías Viña,DF,Bournemouth,289,27,114,105,74,11,289,24,10,11,122,686,434,6,5,11,6,136
Rúben Vinagre,"DF,MF",Everton,31,1,7,16,9,0,31,3,1,0,15,98,52,1,0,1,1,17
Carlos Vinícius,FW,Fulham,329,11,24,136,173,56,329,15,5,8,182,842,301,9,5,48,23,248
Theo Walcott,"FW,MF",Southampton,384,13,75,151,169,44,384,24,12,10,224,1384,749,12,10,24,12,256
Kyle Walker,DF,Manchester City,1996,57,438,1198,370,15,1996,19,13,4,1189,5455,2900,40,2,14,6,1542
Kyle Walker-Peters,DF,Southampton,1692,90,469,731,520,50,1692,103,49,39,877,5862,3236,76,19,39,43,917
Aaron Wan-Bissaka,DF,Manchester Utd,1026,75,346,400,286,44,1026,35,17,18,524,2614,1370,24,4,14,10,600
Danny Ward,GK,Leicester City,1000,806,996,5,0,0,1000,0,0,0,559,2832,1665,0,0,0,0,482
Joel Ward,DF,Crystal Palace,1469,119,546,637,292,21,1469,9,7,1,620,2382,1228,15,1,25,10,761
James Ward-Prowse,MF,Southampton,2484,97,447,1380,667,28,2480,20,7,12,1172,4364,2014,27,1,26,22,1462
Ollie Watkins,FW,Aston Villa,927,47,86,365,488,164,925,65,18,36,475,2519,1164,24,32,82,39,684
Adam Webster,DF,Brighton,1888,170,819,969,108,27,1888,8,3,4,1228,6306,3739,18,0,11,5,1369
Wout Weghorst,"FW,MF",Manchester Utd,291,16,45,151,97,26,291,12,4,7,161,462,156,7,0,15,12,206
Danny Welbeck,FW,Brighton,693,23,44,281,376,117,693,45,22,18,407,1859,878,18,10,60,23,519
Ben White,DF,Arsenal,2532,103,554,1305,685,48,2532,29,8,15,1448,6506,3565,46,3,27,7,1698
Harvey White,MF,Tottenham,8,0,0,4,4,0,8,0,0,0,5,11,4,0,0,0,0,5
Joseph Whitworth,GK,Crystal Palace,87,79,87,0,0,0,87,0,0,0,52,208,109,0,0,0,0,50
Neco Williams,DF,Nott'ham Forest,1153,82,445,422,309,23,1153,55,19,31,555,3620,2064,33,5,31,17,532
Willian,FW,Fulham,1121,10,118,419,602,78,1121,71,37,22,749,5394,2727,69,29,44,25,831
Joe Willock,MF,Newcastle Utd,1324,37,202,586,556,114,1324,93,37,43,784,5213,2866,62,33,65,27,896
Callum Wilson,FW,Newcastle Utd,482,8,25,179,281,124,479,36,12,19,303,1484,673,14,16,72,36,360
Harry Wilson,FW,Fulham,551,18,89,214,253,37,551,33,12,14,343,1989,780,16,8,23,15,397
Yoane Wissa,FW,Brentford,517,14,67,193,268,62,517,44,20,15,312,1573,658,12,11,41,25,345
Maximilian Wöber,DF,Leeds United,858,110,381,400,81,17,858,1,0,1,426,2264,1311,9,0,6,2,438
Chris Wood,FW,Newcastle Utd,149,8,19,70,60,16,148,2,1,0,52,159,62,1,0,12,5,101
Chris Wood,FW,Nott'ham Forest,99,4,12,57,31,8,99,2,0,2,50,189,70,2,0,11,6,79
Joe Worrall,DF,Nott'ham Forest,1408,213,813,524,75,29,1408,4,3,1,684,2948,1604,5,1,6,4,796
Granit Xhaka,MF,Arsenal,1891,84,341,900,658,106,1891,28,15,10,1112,4242,2161,38,9,35,25,1397
Ryan Yates,MF,Nott'ham Forest,790,66,235,418,143,34,790,9,4,3,303,1260,577,4,3,18,15,384
Ashley Young,DF,Aston Villa,1411,86,502,675,252,10,1411,22,8,10,701,3235,1554,20,4,18,5,767
Illia Zabarnyi,DF,Bournemouth,234,37,159,74,2,0,234,2,1,0,166,1013,654,1,0,3,2,174
Wilfried Zaha,"FW,MF",Crystal Palace,1040,12,100,388,567,143,1038,137,55,65,729,4850,2139,43,59,95,82,821
Denis Zakaria,MF,Chelsea,218,12,66,113,44,2,218,9,6,3,140,646,291,3,2,4,9,159
Jordan Zemura,DF,Bournemouth,808,46,302,297,222,31,808,40,18,18,375,2345,1235,29,10,35,16,409
Oleksandr Zinchenko,DF,Arsenal,2112,77,463,1058,610,33,2112,25,15,9,1263,6899,3787,66,8,16,15,1398
Hakim Ziyech,"FW,MF",Chelsea,505,12,74,184,251,17,505,33,14,15,303,1505,657,17,7,12,13,354
Kurt Zouma,DF,West Ham,1050,230,654,364,35,29,1050,5,2,3,523,2150,1018,1,0,6,1,621
Martin Ødegaard,MF,Arsenal,2100,27,199,864,1060,122,2100,83,48,29,1284,6930,3022,60,26,42,45,1550
